date,London,South East,East Anglia,East Midlands,Yorkshire & Humber,Scotland,North West,South West,West Midlands
2010-06-01,0.7117109,0.895,0.9,0.72792447,0.8,0.69707406,0.70666665,0.79,0.855
2010-07-01,0.80999994,0.7577874,0.8,0.72792447,0.92,0.69707406,0.70004463,0.95,0.69
2010-08-01,0.7117109,0.99,0.975,0.82,0.78,0.77,0.7166667,0.7100233,0.95
2010-09-01,1.0466666,1.0133333,0.73902804,0.95,0.94,0.94,0.6,0.59,0.94
2010-10-01,0.925,0.93,1.05,0.5,0.7064718,0.69707406,0.84000003,0.7100233,0.71674305
2010-11-01,0.7117109,1.0,1.0,0.72792447,0.7064718,0.78999996,0.895,1.0,0.99
2010-12-01,0.7117109,0.7577874,0.8,1.0,0.85,0.69707406,1.15,0.7100233,1.0
2011-01-01,0.7117109,1.32,0.73902804,0.7,1.075,1.0,0.62,1.075,0.71674305
2011-02-01,1.15,0.7577874,1.0,0.895,0.7064718,1.0,1.0,1.05,1.0
2011-03-01,0.7117109,0.945,1.175,0.72792447,0.7064718,1.0,0.7,0.7100233,0.8
2011-04-01,0.69,1.0,1.0,0.72792447,0.845,1.0,1.15,0.995,0.69
2011-05-01,0.7117109,1.075,0.73902804,0.89,1.15,0.845,0.7675,0.7100233,0.5
2011-06-01,0.7117109,0.7577874,0.73902804,0.69,0.545,0.69707406,0.965,0.7100233,0.69
2011-07-01,0.49,0.845,0.82,0.84000003,0.66999996,0.8433333,0.70004463,0.7100233,0.8
2011-08-01,0.7117109,0.78,0.99,0.72792447,0.7064718,0.78,0.69,0.74333334,0.8066667
2011-09-01,0.7117109,1.0,0.715,0.84,0.7064718,0.715,0.70004463,0.85,0.85
2011-10-01,0.79499996,1.27,0.73902804,0.72792447,1.0,0.69707406,0.6,0.7100233,0.71674305
2011-11-01,0.7117109,0.7577874,0.73902804,0.72792447,0.7064718,0.69,0.84000003,1.05,1.0
2011-12-01,0.74,1.0,1.0,0.72792447,0.7064718,0.69707406,0.6,1.1,1.0
2012-01-01,0.945,1.2,1.0,0.72792447,0.98,0.945,0.70004463,0.7100233,0.71674305
2012-02-01,1.0,1.05,1.05,0.72792447,1.0,1.0,1.0,0.875,0.71674305
2012-03-01,0.7117109,0.7577874,1.0,0.99,1.0,1.0,0.91999996,0.7100233,1.0
2012-04-01,0.7117109,1.0,0.73902804,0.99,0.75,0.69707406,0.8,0.7100233,0.71674305
2012-05-01,0.7117109,0.7577874,0.73902804,0.79,0.895,0.69707406,0.79,0.7100233,0.7
2012-06-01,1.0,1.0,0.73902804,0.72792447,0.75,0.845,0.69500005,0.9,1.0
2012-07-01,0.7117109,0.95,1.0,0.72792447,0.8,0.69707406,0.5,0.6,0.71674305
2012-08-01,0.8,0.9,0.8,0.72792447,0.7064718,0.85,0.70004463,0.7100233,0.71674305
2012-09-01,1.0,1.0,1.5,1.99,0.7064718,0.945,0.70004463,1.0,1.095
2012-10-01,1.175,1.1,0.8,1.0,0.7064718,1.0,0.6,0.7100233,1.0
2012-11-01,0.7117109,1.0,1.0,0.65,0.75,1.0,0.70004463,1.35,0.89
2012-12-01,0.86,0.945,1.0,0.72792447,0.89,1.0266666,1.0,1.0,0.8
2013-01-01,0.7117109,0.7577874,1.1,0.6,0.7064718,0.69707406,0.89,0.7100233,1.0
2013-02-01,1.0,0.95,1.0,1.0,0.8,0.69707406,0.70004463,0.95,0.89
2013-03-01,1.35,1.25,1.4,1.2933333,1.0,0.69707406,0.70004463,1.35,1.25
2013-04-01,0.7117109,1.295,1.0,0.72792447,0.5,0.69707406,0.70004463,0.7100233,1.0
2013-05-01,1.0,0.7577874,0.73902804,1.0,0.55,0.69707406,0.70004463,0.72,0.6166667
2013-06-01,1.0,0.7966667,0.73902804,0.68,0.7064718,0.745,1.0,1.0,0.71674305
2013-07-01,1.0,0.7577874,1.0,1.1,0.39,0.62666667,0.795,1.0,1.1
2013-08-01,1.0,0.7577874,1.1,0.995,0.7064718,0.45,0.49,0.89,1.1
2013-09-01,0.7117109,1.05,0.73902804,1.05,0.7064718,0.69707406,0.69,1.05,1.0
2013-10-01,1.1,0.725,0.73902804,0.72792447,0.7064718,0.5,1.0,0.9,1.1949999
2013-11-01,0.7117109,0.88,0.73902804,1.15,1.0,0.69707406,0.99,1.0,1.0
2013-12-01,0.7117109,0.7577874,0.73902804,1.0,0.65999997,0.49,0.89666665,0.69,0.71674305
2014-01-01,0.7117109,0.725,0.73902804,0.72792447,1.0,0.45,1.0,0.7100233,0.89
2014-02-01,0.45,0.7577874,0.73902804,0.76666665,0.89,0.745,0.895,1.0,1.0133333
2014-03-01,0.45,0.45,0.49,0.59,0.7064718,0.69707406,0.75,0.895,0.745
2014-04-01,0.7117109,0.94,0.95,0.64,0.85,0.49,0.5,0.7100233,0.71674305
2014-05-01,0.45,0.9,0.67499995,0.73249996,0.45,0.45,0.75,0.64,0.71674305
2014-06-01,0.845,0.9,0.73902804,0.72792447,0.8,0.49,0.5,0.69,0.99
2014-07-01,0.49,0.9,0.45,0.64,0.7064718,0.69707406,0.70004463,0.76,0.72333336
2014-08-01,0.75,0.746,1.0,0.49,0.575,0.69707406,0.49,0.7100233,0.77
2014-09-01,0.6,0.49,0.9,0.6,0.7064718,0.49,0.845,0.795,0.695
2014-10-01,0.65,0.745,0.925,0.72792447,1.29,0.69707406,0.49,0.6,0.71674305
2014-11-01,0.55,0.945,0.9,0.72792447,0.7064718,0.495,0.74,0.7100233,0.7
