,shop_code,region,price,item,date2,cpi_allitems,cpi_food,Date,Year,Month,Season
0,1.0,London,0.99,250,01-12-1989,53.4,53.5,1989-12-01,1989,12,Winter
1,21.0,South East,0.99,250,01-12-1989,53.4,53.5,1989-12-01,1989,12,Winter
2,32.0,South West,1.0,250,01-12-1989,53.4,53.5,1989-12-01,1989,12,Winter
3,901.0,South West,0.89,250,01-12-1989,53.4,53.5,1989-12-01,1989,12,Winter
4,107.0,East Anglia,0.84,250,01-12-1989,53.4,53.5,1989-12-01,1989,12,Winter
5,901.0,East Midlands,0.89,250,01-12-1989,53.4,53.5,1989-12-01,1989,12,Winter
6,45.0,Yorkshire & Humber,0.99,250,01-12-1989,53.4,53.5,1989-12-01,1989,12,Winter
7,160.0,Yorkshire & Humber,0.85,250,01-12-1989,53.4,53.5,1989-12-01,1989,12,Winter
8,154.0,North West,0.79,250,01-12-1989,53.4,53.5,1989-12-01,1989,12,Winter
10,1.0,London,0.8,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
11,43.0,London,0.69,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
12,801.0,London,0.49,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
13,133.0,South East,0.64,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
14,136.0,South East,0.59,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
15,259.0,South East,0.59,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
16,802.0,South East,0.59,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
17,37.0,East Anglia,0.5,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
18,807.0,West Midlands,0.59,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
19,40.0,North West,0.79,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
20,19.0,North,0.69,250,01-12-1997,70.7,64.9,1997-12-01,1997,12,Winter
21,1.0,London,0.59,250,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
22,86.0,South West,1.19,250,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
23,12.0,East Anglia,0.5,250,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
24,90.0,East Anglia,0.99,250,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
25,801.0,East Midlands,0.54,250,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
26,801.0,East Midlands,0.33,266,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
27,801.0,West Midlands,0.54,250,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
28,803.0,North West,0.35,266,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
29,801.0,North,0.33,266,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
30,26.0,Wales,0.6,250,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
31,802.0,Wales,0.69,250,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
32,1.0,Scotland,0.69,250,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
33,96.0,Northern Ireland,0.59,250,01-03-2004,76.1,70.6,2004-03-01,2004,3,Spring
34,2.0,London,0.79,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
35,12.0,South East,1.1,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
36,25.0,South East,0.95,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
37,63.0,South East,1.15,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
38,55.0,South West,1.29,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
39,803.0,South West,0.7,266,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
40,51.0,East Anglia,1.15,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
41,53.0,East Anglia,1.5,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
42,807.0,East Midlands,0.99,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
43,814.0,East Midlands,0.57,266,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
44,110.0,Yorkshire & Humber,1.1,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
45,125.0,Wales,0.6,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
46,814.0,Wales,1.09,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
47,941.0,Wales,1.09,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
48,19.0,Scotland,1.19,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
49,802.0,Scotland,1.15,250,01-12-2009,88.0,89.8,2009-12-01,2009,12,Winter
50,4.0,London,0.42,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
51,70.0,London,0.42,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
52,143.0,London,0.39,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
53,219.0,South West,0.29,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
54,55.0,East Anglia,0.49,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
55,3.0,North West,0.49,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
56,106.0,North West,0.55,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
57,133.0,North,0.29,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
58,198.0,North,0.4,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
59,22.0,Wales,0.35,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
60,28.0,Wales,0.69,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
61,60.0,Scotland,0.42,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
62,3.0,Northern Ireland,0.59,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
63,7.0,Northern Ireland,0.59,250,01-07-1996,68.6,65.1,1996-07-01,1996,7,Summer
64,4.0,London,0.99,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
65,57.0,London,0.4,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
66,173.0,London,0.39,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
67,801.0,London,0.49,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
68,3.0,South East,0.39,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
69,44.0,South East,0.52,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
70,88.0,South East,0.55,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
71,115.0,South East,0.6,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
72,31.0,South West,0.39,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
73,175.0,South West,0.49,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
74,77.0,East Midlands,0.5,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
75,73.0,North West,0.58,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
76,80.0,North,0.49,250,01-05-1999,72.4,66.2,1999-05-01,1999,5,Spring
77,4.0,London,0.89,250,01-08-1999,72.1,65.0,1999-08-01,1999,8,Summer
78,44.0,South East,0.69,250,01-08-1999,72.1,65.0,1999-08-01,1999,8,Summer
79,177.0,South East,0.58,250,01-08-1999,72.1,65.0,1999-08-01,1999,8,Summer
80,27.0,East Midlands,0.45,250,01-08-1999,72.1,65.0,1999-08-01,1999,8,Summer
81,165.0,West Midlands,0.7,250,01-08-1999,72.1,65.0,1999-08-01,1999,8,Summer
82,937.0,West Midlands,0.69,250,01-08-1999,72.1,65.0,1999-08-01,1999,8,Summer
83,135.0,Yorkshire & Humber,0.69,250,01-08-1999,72.1,65.0,1999-08-01,1999,8,Summer
84,803.0,Yorkshire & Humber,0.49,250,01-08-1999,72.1,65.0,1999-08-01,1999,8,Summer
85,939.0,North,0.49,250,01-08-1999,72.1,65.0,1999-08-01,1999,8,Summer
86,136.0,Wales,0.79,250,01-08-1999,72.1,65.0,1999-08-01,1999,8,Summer
87,4.0,London,0.89,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
88,66.0,South East,0.39,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
89,78.0,South East,0.38,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
90,179.0,South East,0.49,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
91,801.0,East Anglia,0.38,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
92,808.0,East Anglia,0.38,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
93,97.0,West Midlands,0.59,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
94,803.0,West Midlands,0.45,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
95,152.0,North West,0.49,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
96,102.0,North,0.59,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
97,77.0,Scotland,0.79,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
98,808.0,Scotland,0.38,250,01-06-2000,72.9,65.3,2000-06-01,2000,6,Summer
99,4.0,London,0.6,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
100,808.0,South East,0.49,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
101,128.0,South West,0.99,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
102,941.0,South West,0.6,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
103,12.0,East Anglia,0.9,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
104,941.0,East Midlands,0.6,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
105,75.0,West Midlands,0.49,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
107,36.0,North West,0.69,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
108,802.0,North West,1.0,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
109,18.0,North,0.65,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
110,54.0,North,0.69,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
111,808.0,Wales,0.49,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
112,58.0,Scotland,0.49,250,01-09-2014,100.3,102.0,2014-09-01,2014,9,Autumn
113,4.0,London,0.6,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
114,803.0,South East,0.47,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
115,36.0,South West,0.79,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
116,3.0,East Anglia,0.45,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
117,91.0,East Anglia,0.39,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
118,14.0,West Midlands,0.99,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
119,801.0,West Midlands,0.49,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
120,11.0,North West,0.68,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
121,808.0,North,0.49,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
122,807.0,Wales,0.6,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
123,78.0,Scotland,0.45,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
124,808.0,Northern Ireland,0.49,250,01-07-2015,100.0,99.5,2015-07-01,2015,7,Summer
125,4.0,London,0.6,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
126,50.0,South East,0.45,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
127,62.0,South East,0.7,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
128,941.0,South East,0.6,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
129,10.0,West Midlands,0.69,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
130,941.0,West Midlands,0.6,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
131,803.0,Yorkshire & Humber,0.47,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
132,64.0,North West,0.49,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
133,803.0,North,0.47,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
134,12.0,Wales,0.99,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
135,82.0,Wales,0.89,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
136,802.0,Wales,0.49,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
137,2.0,Scotland,0.45,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
138,40.0,Scotland,0.45,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
139,807.0,Scotland,0.6,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
140,941.0,Scotland,0.6,250,01-08-2015,100.3,99.3,2015-08-01,2015,8,Summer
141,4.0,London,0.45,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
142,45.0,London,0.45,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
143,64.0,London,0.55,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
144,93.0,London,0.45,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
145,108.0,London,0.5,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
146,9803.0,London,0.5,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
147,8.0,South East,0.5,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
148,10.0,South East,0.88,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
149,61.0,South East,1.25,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
150,71.0,South West,0.42,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
151,98.0,East Anglia,0.5,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
152,81.0,East Midlands,0.5,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
153,111.0,East Midlands,0.9,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
154,136.0,West Midlands,0.5,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
155,97.0,Yorkshire & Humber,1.29,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
156,121.0,Yorkshire & Humber,0.42,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
157,16.0,North West,0.5,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
158,808.0,North,0.5,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
159,801.0,Wales,0.6,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
160,19.0,Scotland,0.5,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
161,69.0,Scotland,0.42,250,01-01-2018,104.4,102.0,2018-01-01,2018,1,Winter
162,6.0,London,0.59,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
163,42.0,South West,0.58,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
164,83.0,South West,0.55,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
165,124.0,South West,0.39,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
166,4.0,East Anglia,0.66,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
167,2.0,East Midlands,0.48,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
168,90.0,East Midlands,0.55,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
169,82.0,West Midlands,0.6,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
170,143.0,West Midlands,0.49,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
171,8.0,North,0.55,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
172,4.0,Wales,0.6,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
173,76.0,Wales,0.55,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
174,9.0,Northern Ireland,0.69,250,01-05-1991,60.3,58.6,1991-05-01,1991,5,Spring
176,6.0,London,0.58,250,01-07-1991,60.5,58.3,1991-07-01,1991,7,Summer
177,49.0,London,0.3,250,01-07-1991,60.5,58.3,1991-07-01,1991,7,Summer
178,91.0,London,0.59,250,01-07-1991,60.5,58.3,1991-07-01,1991,7,Summer
179,159.0,South East,0.58,250,01-07-1991,60.5,58.3,1991-07-01,1991,7,Summer
180,68.0,East Anglia,0.58,250,01-07-1991,60.5,58.3,1991-07-01,1991,7,Summer
181,90.0,West Midlands,0.58,250,01-07-1991,60.5,58.3,1991-07-01,1991,7,Summer
182,108.0,West Midlands,0.49,250,01-07-1991,60.5,58.3,1991-07-01,1991,7,Summer
183,5.0,Yorkshire & Humber,0.3,250,01-07-1991,60.5,58.3,1991-07-01,1991,7,Summer
184,204.0,North West,0.59,250,01-07-1991,60.5,58.3,1991-07-01,1991,7,Summer
185,4.0,Scotland,0.58,250,01-07-1991,60.5,58.3,1991-07-01,1991,7,Summer
187,6.0,London,1.2,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
188,62.0,London,0.57,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
189,9802.0,London,0.55,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
190,30.0,South East,0.57,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
191,803.0,South East,0.5,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
192,9941.0,South East,0.6,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
193,32.0,South West,0.79,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
194,71.0,South West,0.57,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
195,9807.0,South West,0.6,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
196,91.0,East Midlands,0.65,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
197,9807.0,East Midlands,0.6,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
198,31.0,West Midlands,0.79,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
199,39.0,West Midlands,0.99,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
200,77.0,Yorkshire & Humber,0.57,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
201,9802.0,Yorkshire & Humber,0.62,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
202,58.0,North West,0.89,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
203,62.0,North West,0.7,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
204,801.0,North,0.6,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
205,9941.0,North,0.6,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
206,84.0,Wales,0.99,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
207,807.0,Scotland,0.6,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
208,9803.0,Scotland,0.5,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
209,75.0,Northern Ireland,1.0,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
210,9801.0,Northern Ireland,0.6,250,01-04-2019,107.6,102.5,2019-04-01,2019,4,Spring
211,7.0,London,1.19,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
212,911.0,London,0.59,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
213,22.0,South East,0.75,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
214,73.0,South East,0.69,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
215,910.0,South West,0.75,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
216,76.0,East Anglia,0.6,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
217,173.0,East Anglia,0.84,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
218,19.0,East Midlands,0.85,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
219,22.0,West Midlands,0.39,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
220,802.0,West Midlands,0.79,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
221,70.0,North West,0.6,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
222,109.0,North West,0.68,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
223,140.0,Wales,0.75,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
224,802.0,Wales,0.69,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
225,5.0,Scotland,0.65,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
226,168.0,Northern Ireland,0.79,250,01-03-1992,62.0,60.1,1992-03-01,1992,3,Spring
227,7.0,London,0.39,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
228,123.0,London,0.68,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
229,801.0,London,0.39,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
230,32.0,South East,0.39,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
231,33.0,South East,0.95,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
232,66.0,South East,0.42,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
233,148.0,South East,0.75,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
234,807.0,South East,0.39,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
235,62.0,South West,0.49,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
236,83.0,South West,0.39,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
237,937.0,South West,0.69,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
238,802.0,East Anglia,0.39,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
239,14.0,East Midlands,0.49,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
240,127.0,East Midlands,0.59,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
241,31.0,North West,0.59,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
242,32.0,North West,0.75,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
243,40.0,North West,0.69,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
244,142.0,North West,0.39,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
245,154.0,North West,0.4,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
246,60.0,Scotland,0.63,250,01-02-1999,71.5,66.5,1999-02-01,1999,2,Winter
247,7.0,London,0.65,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
248,43.0,London,0.65,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
249,119.0,South West,1.29,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
250,129.0,South West,1.39,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
251,808.0,South West,0.52,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
252,45.0,East Anglia,0.89,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
253,48.0,East Anglia,0.48,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
254,100.0,East Anglia,0.98,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
255,17.0,East Midlands,0.48,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
256,802.0,East Midlands,0.6,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
257,113.0,West Midlands,0.65,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
258,814.0,West Midlands,0.7,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
259,9803.0,Yorkshire & Humber,0.57,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
260,7.0,North West,0.9,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
261,9801.0,North West,0.5,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
262,9814.0,North,0.5,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
263,941.0,Wales,0.6,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
264,74.0,Northern Ireland,0.99,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
265,9808.0,Northern Ireland,0.52,250,01-04-2018,105.4,102.0,2018-04-01,2018,4,Spring
266,8.0,London,0.35,250,01-06-1992,62.9,59.8,1992-06-01,1992,6,Summer
267,6.0,South East,0.65,250,01-06-1992,62.9,59.8,1992-06-01,1992,6,Summer
268,151.0,South East,0.5,250,01-06-1992,62.9,59.8,1992-06-01,1992,6,Summer
269,901.0,South West,0.59,250,01-06-1992,62.9,59.8,1992-06-01,1992,6,Summer
270,10.0,East Midlands,0.59,250,01-06-1992,62.9,59.8,1992-06-01,1992,6,Summer
271,62.0,East Midlands,0.64,250,01-06-1992,62.9,59.8,1992-06-01,1992,6,Summer
272,37.0,West Midlands,0.52,250,01-06-1992,62.9,59.8,1992-06-01,1992,6,Summer
273,6.0,Wales,0.74,250,01-06-1992,62.9,59.8,1992-06-01,1992,6,Summer
275,8.0,London,0.6,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
276,69.0,London,0.69,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
277,102.0,London,0.5,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
278,129.0,South East,0.45,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
279,83.0,South West,0.39,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
280,143.0,South West,0.55,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
281,901.0,East Anglia,0.48,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
282,4.0,East Midlands,0.4,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
283,62.0,East Midlands,0.39,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
284,111.0,East Midlands,0.56,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
285,24.0,Yorkshire & Humber,0.39,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
286,47.0,Yorkshire & Humber,0.6,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
287,130.0,North West,0.25,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
288,911.0,North West,0.52,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
289,16.0,North,0.49,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
290,910.0,North,0.52,250,01-05-1993,64.5,61.4,1993-05-01,1993,5,Spring
291,8.0,London,0.5,250,01-10-1993,64.7,60.2,1993-10-01,1993,10,Autumn
292,20.0,South East,0.95,250,01-10-1993,64.7,60.2,1993-10-01,1993,10,Autumn
293,112.0,South East,0.79,250,01-10-1993,64.7,60.2,1993-10-01,1993,10,Autumn
294,20.0,South West,0.89,250,01-10-1993,64.7,60.2,1993-10-01,1993,10,Autumn
295,110.0,West Midlands,0.79,250,01-10-1993,64.7,60.2,1993-10-01,1993,10,Autumn
296,801.0,West Midlands,0.75,250,01-10-1993,64.7,60.2,1993-10-01,1993,10,Autumn
297,24.0,Yorkshire & Humber,0.39,250,01-10-1993,64.7,60.2,1993-10-01,1993,10,Autumn
298,8.0,North West,0.89,250,01-10-1993,64.7,60.2,1993-10-01,1993,10,Autumn
